Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1488
Scope 1/1, Sample 1/8 (H1_T1-A)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.4210,54,27.4,18.5,0.0075,,
0.4295,55,28.3,18.5,0.0075,,
0.4380,56,29.0,18.5,0.0075,,
0.4455,57,29.7,18.5,0.0070,,
0.4540,58,30.6,18.5,0.0075,,
0.4625,59,31.5,18.5,0.0075,,
0.4710,60,32.5,18.5,0.0075,,
0.4790,61,33.1,18.5,0.0075,,
0.4875,62,34.1,18.5,0.0075,,
0.4950,63,34.7,18.5,0.0070,,
0.5035,64,35.5,18.5,0.0075,,
0.5120,65,36.3,18.5,0.0075,,
0.5205,66,37.0,18.5,0.0075,,
0.5290,67,37.9,18.5,0.0075,,
0.5375,68,38.5,18.5,0.0075,,
0.5450,69,39.2,18.5,0.0070,,
0.5535,70,40.0,18.5,0.0075,,
0.5620,71,40.9,18.5,0.0075,,
0.5700,72,41.6,18.5,0.0075,,
0.5785,73,42.4,18.5,0.0075,,
0.5870,74,43.2,18.5,0.0075,,
0.5945,75,44.2,18.5,0.0070,,
0.6030,76,45.1,18.5,0.0075,,
0.6115,77,45.9,18.5,0.0075,,
0.6200,78,46.8,18.5,0.0075,,
0.6285,79,47.5,18.5,0.0075,,
0.6360,80,48.0,18.5,0.0070,,
0.6445,81,48.7,18.5,0.0075,,
0.6530,82,49.6,18.5,0.0075,,
0.6610,83,50.3,18.5,0.0075,,
0.6695,84,51.1,18.5,0.0075,,
0.6780,85,51.9,18.5,0.0075,,
0.6855,86,52.6,18.5,0.0070,,
0.6940,87,53.5,18.5,0.0075,,
0.7025,88,54.4,18.5,0.0075,,
0.7110,89,55.3,18.5,0.0075,,
0.7195,90,56.3,18.5,0.0075,,
0.7275,91,57.4,18.5,0.0065,,
0.7355,92,58.0,18.5,0.0075,,
0.7435,93,58.9,18.5,0.0075,,
0.7520,94,59.5,18.5,0.0075,,
0.7605,95,60.0,18.5,0.0075,,
0.7690,96,61.1,18.5,0.0075,,
0.7775,97,62.0,18.5,0.0070,,
0.7850,98,62.9,18.5,0.0070,,
0.7935,99,63.7,18.5,0.0075,,
0.8020,100,64.8,18.5,0.0075,,
0.8105,101,66.1,18.5,0.0075,,
0.8185,102,67.0,18.5,0.0075,,
0.8270,103,67.7,18.5,0.0075,,
0.8345,104,68.7,18.5,0.0070,,
0.8430,105,69.5,18.5,0.0075,,
0.8515,106,70.3,18.5,0.0075,,
0.8600,107,71.6,18.5,0.0075,,
0.8685,108,72.7,18.5,0.0075,,
0.8770,109,73.7,18.5,0.0075,,
0.8845,110,74.6,18.5,0.0070,,
0.8930,111,75.6,18.5,0.0075,,
0.9010,112,76.2,18.5,0.0075,,
0.9095,113,77.8,18.5,0.0075,,
0.9180,114,79.1,18.5,0.0075,,
0.9265,115,80.2,18.5,0.0075,,
0.9340,116,81.2,18.5,0.0070,,
0.9425,117,82.2,18.5,0.0075,,
0.9510,118,83.3,18.5,0.0075,,
0.9595,119,84.7,18.5,0.0075,,
0.9680,120,85.6,18.5,0.0075,,
0.9755,121,86.7,18.5,0.0070,,
0.9840,122,88.3,18.5,0.0075,,
0.9920,123,89.7,18.5,0.0075,,
1.0005,124,91.5,18.5,0.0070,,
1.0090,125,92.7,18.5,0.0075,,
1.0175,126,93.6,18.5,0.0075,,
1.0250,127,95.1,18.5,0.0070,,
1.0335,128,96.7,18.5,0.0075,,
1.0420,129,98.4,18.5,0.0075,,
1.0505,130,100.5,18.5,0.0075,,
1.0590,131,102.5,18.5,0.0075,,
1.0670,132,104.1,18.5,0.0065,,
1.0750,133,105.5,18.5,0.0075,,
1.0830,134,107.8,18.5,0.0075,,
1.0915,135,109.8,18.5,0.0075,,
1.1000,136,112.0,18.5,0.0075,,
1.1085,137,114.1,18.5,0.0075,,
1.1170,138,117.1,18.5,0.0075,,
1.1245,139,119.9,18.5,0.0070,,
1.1330,140,122.9,18.5,0.0075,,
1.1415,141,125.6,18.5,0.0075,,
1.1495,142,129.3,18.5,0.0075,,
1.1580,143,132.5,18.5,0.0075,,
1.1665,144,135.6,18.5,0.0075,,
1.1740,145,139.0,18.5,0.0070,,
1.1825,146,142.7,18.6,0.0075,,
1.1910,147,146.0,18.6,0.0075,,
1.1995,148,149.6,18.6,0.0075,,
1.2080,149,153.6,18.6,0.0075,,
1.2160,150,156.8,18.6,0.0075,,
1.2240,151,159.9,18.6,0.0075,,
1.2320,152,162.9,18.6,0.0075,,
1.2405,153,166.0,18.6,0.0075,,
1.2490,154,168.7,18.6,0.0075,,
1.2575,155,171.1,18.6,0.0075,,
1.2660,156,173.4,18.6,0.0070,,
1.2735,157,175.1,18.6,0.0070,,
1.2820,158,177.4,18.6,0.0075,,
1.2905,159,179.1,18.6,0.0075,,
1.2985,160,181.0,18.6,0.0075,,
1.3070,161,182.5,18.6,0.0075,,
1.3155,162,184.2,18.6,0.0075,,
1.3235,163,185.2,18.6,0.0065,,
1.3235,403,188.1,18.7,0.0000,,
1.3240,404,188.1,18.7,0.0005,,
1.3255,405,188.1,18.7,0.0010,,
1.3280,406,188.2,18.7,0.0020,,
1.3320,407,188.6,18.7,0.0030,,
1.3385,408,189.2,18.7,0.0045,,
1.3470,409,190.1,18.7,0.0065,,
1.3545,410,191.3,18.7,0.0060,,
1.3630,411,192.4,18.7,0.0065,,
1.3715,412,193.3,18.7,0.0060,,
1.3800,413,194.3,18.7,0.0060,,
1.3880,414,195.4,18.7,0.0055,,
1.3965,415,196.3,18.7,0.0065,,
1.4040,416,197.2,18.7,0.0060,,
1.4125,417,197.9,18.7,0.0060,,
1.4210,418,198.9,18.7,0.0060,,
1.4295,419,199.7,18.7,0.0060,,
1.4380,420,200.5,18.7,0.0060,,
1.4455,421,201.2,18.7,0.0060,,
1.4540,422,202.0,18.7,0.0065,,
1.4625,423,202.7,18.7,0.0065,,
1.4710,424,203.5,18.7,0.0060,,
1.4790,425,204.2,18.7,0.0055,,
1.4875,426,204.8,18.7,0.0060,,
1.4950,427,205.4,18.7,0.0060,,
1.5035,428,206.0,18.7,0.0065,,
1.5120,429,206.7,18.7,0.0065,,
1.5205,430,207.3,18.7,0.0060,,
1.5290,431,207.9,18.7,0.0060,,
1.5375,432,208.5,18.7,0.0060,,
1.5450,433,209.1,18.7,0.0060,,
1.5535,434,209.7,18.7,0.0065,,
1.5615,435,210.1,18.7,0.0060,,
1.5700,436,210.7,18.7,0.0060,,
1.5785,437,211.3,18.7,0.0060,,
1.5870,438,211.8,18.7,0.0060,,
1.5945,439,212.3,18.7,0.0060,,
1.6030,440,212.7,18.7,0.0065,,
1.6115,441,213.1,18.7,0.0065,,
1.6200,442,213.7,18.7,0.0060,,
1.6285,443,214.2,18.7,0.0060,,
1.6365,444,214.6,18.7,0.0055,,
1.6445,445,215.1,18.7,0.0060,,
1.6525,446,215.5,18.7,0.0060,,
1.6610,447,215.9,18.7,0.0065,,
1.6695,448,216.4,18.7,0.0060,,
1.6780,449,216.8,18.7,0.0060,,
1.6865,450,217.2,18.7,0.0060,,
1.6940,451,217.6,18.7,0.0060,,
1.7025,452,218.0,18.7,0.0065,,
1.7110,453,218.4,18.7,0.0065,,
1.7190,454,218.7,18.7,0.0055,,
1.7275,455,219.2,18.7,0.0060,,
1.7360,456,219.5,18.7,0.0060,,
1.7435,457,219.9,18.7,0.0060,,
1.7520,458,220.2,18.7,0.0065,,
1.7605,459,220.7,18.7,0.0060,,
1.7690,460,221.0,18.7,0.0060,,
1.7775,461,221.3,18.7,0.0060,,
1.7855,462,221.7,18.7,0.0055,,
1.7935,463,222.0,18.7,0.0060,,
1.8015,464,222.3,18.7,0.0060,,
1.8100,465,222.7,18.8,0.0065,,
1.8185,466,223.0,18.7,0.0060,,
1.8270,467,223.4,18.8,0.0060,,
1.8355,468,223.6,18.8,0.0060,,
1.8430,469,224.0,18.8,0.0060,,
1.8515,470,224.3,18.8,0.0065,,
1.8600,471,224.6,18.8,0.0065,,
1.8680,472,224.9,18.8,0.0055,,
1.8765,473,225.2,18.8,0.0060,,
1.8850,474,225.4,18.8,0.0060,,
1.8925,475,225.8,18.8,0.0060,,
1.9010,476,226.1,18.8,0.0065,,
1.9095,477,226.4,18.8,0.0060,,
1.9180,478,226.5,18.8,0.0060,,
1.9265,479,226.9,18.8,0.0060,,
1.9350,480,227.2,18.8,0.0065,,
1.9425,481,227.4,18.8,0.0060,,
1.9510,482,227.8,18.8,0.0065,,
1.9590,483,228.0,18.8,0.0055,,
1.9675,484,228.3,18.8,0.0060,,
1.9760,485,228.5,18.8,0.0060,,
1.9845,486,228.8,18.8,0.0065,,
1.9920,487,229.0,18.8,0.0060,,
2.0005,488,229.2,18.8,0.0065,,
2.0090,489,229.5,18.8,0.0060,,
2.0175,490,229.7,18.8,0.0060,,
2.0260,491,229.9,18.8,0.0060,,
2.0335,492,230.2,18.8,0.0060,,
2.0420,493,230.5,18.8,0.0065,,
2.0500,494,230.7,18.8,0.0060,,
2.0585,495,230.9,18.8,0.0060,,
2.0670,496,231.2,18.8,0.0060,,
2.0755,497,231.4,18.8,0.0060,,
2.0840,498,231.7,18.8,0.0065,,
2.0915,499,231.9,18.8,0.0060,,
2.1000,500,232.1,18.8,0.0065,,
2.1085,501,232.3,18.8,0.0060,,
2.1165,502,232.5,18.8,0.0055,,
2.1250,503,232.8,18.8,0.0060,,
2.1330,504,233.0,18.8,0.0060,,
2.1410,505,233.2,18.8,0.0060,,
2.1495,506,233.4,18.8,0.0065,,
2.1580,507,233.7,18.8,0.0060,,
2.1665,508,233.9,18.8,0.0060,,
2.1750,509,234.1,18.8,0.0060,,
2.1815,510,234.3,18.8,0.0050,,
2.1870,511,234.4,18.8,0.0040,,
2.1920,512,234.6,18.8,0.0040,,
2.1940,513,234.7,18.8,0.0015,,
2.1965,514,234.8,18.8,0.0020,,
2.1995,515,234.8,18.8,0.0020,,
2.2040,516,234.9,18.8,0.0035,,
2.2115,518,235.0,18.8,0.0045,,
Scope 1/1, Sample 4/8 (H1_T2-B)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-49.7,18.7,NaN,,
0.0005,1,-50.0,18.7,0.0005,,
0.0025,2,-50.1,18.7,0.0020,,
0.0050,3,-50.0,18.7,0.0025,,
0.0090,4,-49.8,18.7,0.0035,,
0.0150,5,-49.3,18.7,0.0055,,
0.0235,6,-48.3,18.7,0.0075,,
0.0310,7,-47.2,18.7,0.0075,,
0.0395,8,-45.5,18.7,0.0085,,
0.0480,9,-43.6,18.7,0.0075,,
0.0565,10,-41.3,18.7,0.0075,,
0.0650,11,-39.0,18.7,0.0075,,
0.0735,12,-36.4,18.7,0.0075,,
0.0810,13,-33.6,18.7,0.0075,,
0.0895,14,-30.6,18.7,0.0085,,
0.0975,15,-27.4,18.7,0.0075,,
0.1060,16,-23.8,18.7,0.0075,,
0.1145,17,-20.5,18.7,0.0075,,
0.1230,18,-17.3,18.7,0.0075,,
0.1305,19,-14.4,18.7,0.0075,,
0.1390,20,-11.6,18.7,0.0085,,
0.1475,21,-9.2,18.7,0.0075,,
0.1560,22,-7.0,18.7,0.0075,,
0.1640,23,-5.2,18.7,0.0075,,
0.1725,24,-3.3,18.7,0.0075,,
0.1800,25,-1.5,18.7,0.0075,,
0.1885,26,0.0,18.7,0.0085,,
0.1970,27,1.1,18.7,0.0075,,
0.2055,28,2.3,18.7,0.0075,,
0.2140,29,3.6,18.7,0.0075,,
0.2225,30,4.8,18.7,0.0075,,
0.2300,31,5.8,18.7,0.0075,,
0.2385,32,6.8,18.7,0.0085,,
0.2470,33,7.8,18.7,0.0075,,
0.2550,34,8.8,18.7,0.0075,,
0.2635,35,9.8,18.7,0.0075,,
0.2720,36,10.8,18.7,0.0085,,
0.2795,37,12.1,18.7,0.0075,,
0.2880,38,13.3,18.7,0.0085,,
0.2965,39,14.1,18.7,0.0075,,
0.3050,40,15.1,18.7,0.0075,,
0.3135,41,16.1,18.7,0.0075,,
0.3210,42,17.0,18.7,0.0075,,
0.3295,43,18.0,18.7,0.0085,,
0.3380,44,18.9,18.7,0.0075,,
0.3460,45,19.8,18.7,0.0075,,
0.3545,46,20.7,18.7,0.0075,,
0.3630,47,21.6,18.7,0.0075,,
0.3705,48,22.8,18.8,0.0075,,
0.3790,49,23.9,18.8,0.0085,,
0.3875,50,24.7,18.7,0.0075,,
0.3960,51,25.5,18.8,0.0075,,
0.4045,52,26.3,18.8,0.0075,,
0.4130,53,27.1,18.8,0.0075,,
0.4205,54,27.7,18.8,0.0075,,
0.4290,55,28.4,18.8,0.0085,,
0.4370,56,29.2,18.8,0.0075,,
0.4455,57,29.9,18.8,0.0075,,
0.4540,58,30.6,18.8,0.0075,,
0.4625,59,31.2,18.8,0.0085,,
0.4700,60,31.9,18.8,0.0075,,
0.4785,61,32.8,18.8,0.0085,,
0.4870,62,33.5,18.8,0.0075,,
0.4955,63,34.5,18.8,0.0075,,
0.5035,64,35.2,18.8,0.0075,,
0.5120,65,35.9,18.8,0.0085,,
0.5195,66,36.8,18.8,0.0075,,
0.5280,67,37.5,18.8,0.0085,,
0.5365,68,38.3,18.8,0.0075,,
0.5450,69,39.1,18.8,0.0075,,
0.5535,70,39.9,18.8,0.0075,,
0.5610,71,40.5,18.8,0.0075,,
0.5695,72,41.2,18.8,0.0085,,
0.5780,73,42.1,18.8,0.0085,,
0.5860,74,42.8,18.8,0.0075,,
0.5945,75,43.8,18.8,0.0075,,
0.6030,76,44.5,18.8,0.0075,,
0.6115,77,45.4,18.8,0.0075,,
0.6190,78,46.1,18.8,0.0075,,
0.6275,79,46.9,18.8,0.0085,,
0.6360,80,47.7,18.8,0.0075,,
0.6445,81,48.4,18.8,0.0075,,
0.6530,82,49.2,18.8,0.0075,,
0.6605,83,50.0,18.8,0.0075,,
0.6690,84,51.1,18.8,0.0085,,
0.6770,85,52.1,18.8,0.0080,,
0.6855,86,52.7,18.8,0.0075,,
0.6940,87,53.5,18.8,0.0075,,
0.7025,88,54.5,18.8,0.0075,,
0.7110,89,55.6,18.8,0.0085,,
0.7185,90,56.4,18.8,0.0075,,
0.7270,91,57.4,18.8,0.0085,,
0.7355,92,58.5,18.8,0.0075,,
0.7435,93,59.1,18.8,0.0075,,
0.7520,94,59.7,18.8,0.0075,,
0.7595,95,60.5,18.8,0.0075,,
0.7680,96,61.3,18.8,0.0085,,
0.7765,97,62.3,18.8,0.0085,,
0.7850,98,63.0,18.8,0.0075,,
0.7935,99,63.9,18.8,0.0075,,
0.8020,100,64.7,18.8,0.0075,,
0.8095,101,65.6,18.8,0.0075,,
0.8180,102,66.3,18.8,0.0085,,
0.8265,103,67.6,18.8,0.0075,,
0.8345,104,68.6,18.8,0.0075,,
0.8430,105,69.1,18.8,0.0075,,
0.8515,106,69.9,18.8,0.0075,,
0.8590,107,70.8,18.8,0.0075,,
0.8675,108,71.5,18.8,0.0085,,
0.8760,109,72.9,18.8,0.0075,,
0.8845,110,73.7,18.8,0.0075,,
0.8930,111,74.6,18.8,0.0075,,
0.9010,112,75.7,18.8,0.0075,,
0.9090,113,76.7,18.8,0.0080,,
0.9170,114,77.8,18.8,0.0080,,
0.9255,115,78.8,18.8,0.0075,,
0.9340,116,79.6,18.8,0.0075,,
0.9425,117,81.0,18.8,0.0075,,
0.9510,118,82.7,18.8,0.0085,,
0.9585,119,83.9,18.8,0.0075,,
0.9670,120,85.0,18.8,0.0085,,
0.9755,121,86.3,18.8,0.0075,,
0.9835,122,87.3,18.8,0.0075,,
0.9920,123,88.5,18.8,0.0075,,
1.0005,124,89.7,18.8,0.0075,,
1.0080,125,90.8,18.8,0.0075,,
1.0165,126,92.1,18.8,0.0085,,
1.0250,127,93.8,18.8,0.0075,,
1.0335,128,95.4,18.8,0.0075,,
1.0420,129,96.5,18.8,0.0075,,
1.0505,130,98.0,18.8,0.0085,,
1.0580,131,99.7,18.8,0.0075,,
1.0665,132,102.0,18.8,0.0085,,
1.0745,133,103.9,18.8,0.0075,,
1.0830,134,105.9,18.8,0.0075,,
1.0915,135,108.3,18.8,0.0075,,
1.1000,136,110.0,18.8,0.0085,,
1.1075,137,112.2,18.8,0.0075,,
1.1160,138,114.6,18.8,0.0085,,
1.1245,139,117.6,18.8,0.0075,,
1.1330,140,120.5,18.8,0.0075,,
1.1410,141,122.7,18.8,0.0075,,
1.1490,142,125.5,18.8,0.0080,,
1.1570,143,129.0,18.8,0.0080,,
1.1655,144,132.3,18.8,0.0085,,
1.1740,145,135.4,18.8,0.0075,,
1.1825,146,139.0,18.8,0.0075,,
1.1910,147,142.6,18.8,0.0075,,
1.1995,148,146.7,18.8,0.0075,,
1.2070,149,150.1,18.8,0.0075,,
1.2155,150,153.4,18.8,0.0085,,
1.2235,151,156.6,18.8,0.0075,,
1.2320,152,159.7,18.8,0.0075,,
1.2405,153,163.1,18.8,0.0075,,
1.2490,154,165.9,18.8,0.0085,,
1.2565,155,168.6,18.8,0.0075,,
1.2650,156,170.9,18.8,0.0085,,
1.2735,157,173.2,18.8,0.0075,,
1.2820,158,175.2,18.8,0.0075,,
1.2900,159,177.4,18.8,0.0075,,
1.2985,160,179.0,18.8,0.0085,,
1.3060,161,180.6,18.8,0.0075,,
1.3145,162,182.3,18.8,0.0085,,
1.3230,163,183.8,18.8,0.0075,,
1.3310,164,185.1,18.8,0.0075,,
1.3310,404,187.9,19.0,0.0000,,
1.3315,405,187.9,19.0,0.0005,,
1.3330,406,187.9,19.0,0.0010,,
1.3355,407,188.1,19.0,0.0020,,
1.3395,408,188.4,19.0,0.0030,,
1.3455,409,189.1,19.0,0.0045,,
1.3540,410,190.0,19.0,0.0065,,
1.3615,411,191.0,19.0,0.0060,,
1.3700,412,192.1,19.0,0.0070,,
1.3785,413,193.1,19.0,0.0070,,
1.3870,414,194.2,19.0,0.0065,,
1.3950,415,195.1,19.0,0.0060,,
1.4035,416,196.0,19.0,0.0070,,
1.4110,417,197.0,19.0,0.0060,,
1.4195,418,197.8,19.0,0.0070,,
1.4280,419,198.6,19.0,0.0065,,
1.4365,420,199.5,19.0,0.0065,,
1.4450,421,200.3,19.0,0.0065,,
1.4525,422,201.1,19.0,0.0060,,
1.4610,423,201.8,19.0,0.0070,,
1.4695,424,202.5,19.0,0.0070,,
1.4780,425,203.2,19.0,0.0065,,
1.4865,426,204.0,19.0,0.0065,,
1.4945,427,204.7,19.0,0.0060,,
1.5025,428,205.3,19.0,0.0065,,
1.5105,429,205.9,19.0,0.0065,,
1.5190,430,206.5,19.0,0.0070,,
1.5275,431,207.1,19.0,0.0065,,
1.5360,432,207.8,19.0,0.0065,,
1.5445,433,208.4,19.0,0.0065,,
1.5520,434,209.0,19.0,0.0060,,
1.5605,435,209.5,19.0,0.0070,,
1.5690,436,210.1,19.0,0.0070,,
1.5770,437,210.6,19.0,0.0060,,
1.5855,438,211.2,19.0,0.0065,,
1.5940,439,211.7,19.0,0.0065,,
1.6015,440,212.1,19.0,0.0060,,
1.6100,441,212.5,19.0,0.0070,,
1.6185,442,213.0,19.0,0.0065,,
1.6270,443,213.6,19.0,0.0065,,
1.6355,444,214.0,19.0,0.0065,,
1.6435,445,214.5,19.0,0.0060,,
1.6515,446,214.9,19.0,0.0065,,
1.6595,447,215.4,19.0,0.0065,,
1.6680,448,215.8,19.0,0.0070,,
1.6765,449,216.3,19.0,0.0065,,
1.6850,450,216.7,19.0,0.0065,,
1.6935,451,217.0,19.0,0.0070,,
1.7010,452,217.5,19.0,0.0060,,
1.7095,453,217.9,19.0,0.0070,,
1.7180,454,218.2,19.0,0.0065,,
1.7260,455,218.6,19.0,0.0060,,
1.7345,456,219.1,19.0,0.0065,,
1.7430,457,219.4,19.0,0.0065,,
1.7505,458,219.7,19.0,0.0060,,
1.7590,459,220.2,19.0,0.0070,,
1.7675,460,220.5,19.0,0.0070,,
1.7760,461,220.8,19.0,0.0065,,
1.7845,462,221.2,19.0,0.0065,,
1.7925,463,221.6,19.0,0.0060,,
1.8005,464,221.9,19.0,0.0065,,
1.8085,465,222.2,19.0,0.0065,,
1.8170,466,222.6,19.0,0.0070,,
1.8255,467,222.8,19.0,0.0065,,
1.8340,468,223.2,19.0,0.0065,,
1.8425,469,223.6,19.0,0.0065,,
1.8500,470,223.9,19.0,0.0060,,
1.8585,471,224.1,19.0,0.0070,,
1.8665,472,224.5,19.0,0.0065,,
1.8750,473,224.8,19.0,0.0065,,
1.8835,474,225.1,19.0,0.0065,,
1.8920,475,225.4,19.0,0.0065,,
1.9005,476,225.7,19.0,0.0070,,
1.9080,477,226.0,19.0,0.0060,,
1.9165,478,226.3,19.0,0.0070,,
1.9250,479,226.5,19.0,0.0065,,
1.9335,480,226.8,19.0,0.0065,,
1.9415,481,227.0,19.0,0.0060,,
1.9495,482,227.4,19.0,0.0065,,
1.9575,483,227.6,19.0,0.0065,,
1.9660,484,227.9,19.0,0.0070,,
1.9745,485,228.2,19.0,0.0065,,
1.9830,486,228.4,19.0,0.0065,,
1.9915,487,228.7,19.0,0.0065,,
1.9990,488,228.9,19.0,0.0060,,
2.0075,489,229.1,19.0,0.0070,,
2.0160,490,229.4,19.0,0.0070,,
2.0245,491,229.7,19.0,0.0065,,
2.0325,492,229.9,19.0,0.0060,,
2.0410,493,230.2,19.0,0.0065,,
2.0485,494,230.4,19.0,0.0060,,
2.0570,495,230.7,19.0,0.0070,,
2.0655,496,231.0,19.0,0.0070,,
2.0740,497,231.1,19.0,0.0065,,
2.0825,498,231.4,19.0,0.0065,,
2.0910,499,231.6,19.0,0.0065,,
2.0985,500,231.8,19.0,0.0060,,
2.1070,501,232.0,19.0,0.0070,,
2.1150,502,232.2,19.0,0.0060,,
2.1235,503,232.5,19.0,0.0065,,
2.1320,504,232.8,19.0,0.0065,,
2.1405,505,233.0,19.0,0.0065,,
2.1480,506,233.2,19.0,0.0060,,
2.1565,507,233.4,19.0,0.0070,,
2.1650,508,233.6,19.0,0.0070,,
2.1735,509,233.8,19.0,0.0065,,
2.1815,510,234.1,19.0,0.0060,,
2.1900,511,234.2,19.0,0.0065,,
2.1965,512,234.5,19.0,0.0055,,
2.1985,513,234.6,19.0,0.0015,,
2.1990,514,234.7,19.0,0.0005,,
2.2000,515,234.7,19.0,0.0010,,
2.2015,516,234.7,19.0,0.0010,,
2.2040,517,234.7,19.0,0.0020,,
2.2065,518,234.8,19.0,0.0020,,
2.2100,519,234.8,19.0,0.0030,,
2.2140,520,234.9,19.0,0.0030,,
2.2180,521,235.0,19.0,0.0035,,
Scope 1/1, Sample 5/8 (H1_T3-A)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-23.0,18.9,NaN,,
0.0010,1,-23.4,18.9,0.0010,,
0.0025,2,-23.5,18.9,0.0015,,
0.0050,3,-23.5,18.9,0.0025,,
0.0085,4,-23.2,18.9,0.0030,,
0.0150,5,-22.6,18.9,0.0060,,
0.0230,6,-21.2,18.9,0.0075,,
0.0315,7,-19.2,18.9,0.0075,,
0.0400,8,-16.7,18.9,0.0075,,
0.0475,9,-14.2,18.9,0.0070,,
0.0560,10,-11.4,18.9,0.0075,,
0.0645,11,-8.9,18.9,0.0075,,
0.0730,12,-6.5,18.9,0.0075,,
0.0815,13,-4.3,18.9,0.0075,,
0.0890,14,-2.5,18.9,0.0075,,
0.0975,15,-0.1,18.9,0.0075,,
0.1055,16,0.6,18.9,0.0075,,
0.1140,17,2.0,18.9,0.0075,,
0.1225,18,3.2,18.9,0.0075,,
0.1310,19,4.4,18.9,0.0075,,
0.1385,20,5.3,18.9,0.0075,,
0.1470,21,6.3,18.9,0.0075,,
0.1555,22,7.2,18.9,0.0075,,
0.1640,23,8.4,18.9,0.0075,,
0.1720,24,9.3,18.9,0.0075,,
0.1805,25,10.4,18.9,0.0075,,
0.1880,26,11.2,18.9,0.0075,,
0.1965,27,12.2,18.9,0.0075,,
0.2050,28,13.1,18.9,0.0075,,
0.2135,29,14.0,18.9,0.0075,,
0.2220,30,14.8,18.9,0.0075,,
0.2305,31,15.7,18.9,0.0075,,
0.2380,32,16.5,18.9,0.0075,,
0.2465,33,17.2,18.9,0.0075,,
0.2545,34,18.0,18.9,0.0075,,
0.2630,35,18.8,18.9,0.0075,,
0.2715,36,19.5,18.9,0.0075,,
0.2800,37,20.3,18.9,0.0075,,
0.2875,38,21.0,18.9,0.0075,,
0.2960,39,21.7,18.9,0.0075,,
0.3045,40,22.5,18.9,0.0075,,
0.3130,41,23.2,18.9,0.0075,,
0.3215,42,23.9,18.9,0.0075,,
0.3295,43,24.8,18.9,0.0080,,
0.3375,44,25.6,18.9,0.0075,,
0.3455,45,26.3,18.9,0.0075,,
0.3540,46,27.0,18.9,0.0075,,
0.3625,47,27.6,18.9,0.0075,,
0.3710,48,28.4,18.9,0.0075,,
0.3795,49,29.0,18.9,0.0085,,
0.3870,50,30.0,18.9,0.0070,,
0.3955,51,30.6,18.9,0.0075,,
0.4040,52,31.4,18.9,0.0075,,
0.4125,53,32.1,18.9,0.0075,,
0.4205,54,32.8,18.9,0.0075,,
0.4290,55,33.5,18.9,0.0085,,
0.4365,56,34.3,18.9,0.0070,,
0.4450,57,34.9,18.9,0.0075,,
0.4535,58,35.6,18.9,0.0075,,
0.4620,59,36.4,18.9,0.0075,,
0.4705,60,37.1,18.9,0.0075,,
0.4790,61,37.8,18.9,0.0085,,
0.4865,62,38.5,18.9,0.0070,,
0.4950,63,39.1,18.9,0.0075,,
0.5030,64,39.8,18.9,0.0075,,
0.5115,65,40.6,18.9,0.0075,,
0.5200,66,41.2,18.9,0.0075,,
0.5275,67,41.7,18.9,0.0075,,
0.5360,68,42.6,18.9,0.0075,,
0.5445,69,43.3,18.9,0.0075,,
0.5530,70,44.0,18.9,0.0075,,
0.5615,71,44.6,18.9,0.0075,,
0.5695,72,45.4,18.9,0.0075,,
0.5775,73,45.9,18.9,0.0080,,
0.5860,74,46.8,18.9,0.0075,,
0.5940,75,47.6,18.9,0.0075,,
0.6025,76,48.5,18.9,0.0075,,
0.6110,77,49.3,18.9,0.0075,,
0.6195,78,50.1,18.9,0.0075,,
0.6270,79,50.7,18.9,0.0075,,
0.6355,80,51.4,18.9,0.0075,,
0.6440,81,52.2,18.9,0.0075,,
0.6525,82,53.2,19.0,0.0075,,
0.6605,83,53.8,18.9,0.0075,,
0.6690,84,54.4,18.9,0.0075,,
0.6765,85,55.2,18.9,0.0070,,
0.6850,86,55.9,19.0,0.0075,,
0.6935,87,56.7,18.9,0.0075,,
0.7020,88,57.3,18.9,0.0075,,
0.7105,89,58.1,19.0,0.0075,,
0.7190,90,59.0,19.0,0.0075,,
0.7265,91,59.6,19.0,0.0070,,
0.7350,92,60.4,19.0,0.0075,,
0.7430,93,61.2,19.0,0.0075,,
0.7515,94,62.2,19.0,0.0075,,
0.7600,95,63.0,19.0,0.0075,,
0.7685,96,63.9,19.0,0.0075,,
0.7760,97,64.6,19.0,0.0070,,
0.7845,98,65.4,19.0,0.0075,,
0.7930,99,66.4,19.0,0.0075,,
0.8015,100,67.2,19.0,0.0075,,
0.8100,101,68.0,19.0,0.0075,,
0.8180,102,68.8,19.0,0.0080,,
0.8260,103,69.7,19.0,0.0075,,
0.8340,104,70.7,19.0,0.0075,,
0.8425,105,71.8,19.0,0.0075,,
0.8510,106,72.5,19.0,0.0075,,
0.8595,107,73.5,19.0,0.0075,,
0.8680,108,74.8,19.0,0.0075,,
0.8755,109,76.0,19.0,0.0070,,
0.8840,110,76.7,19.0,0.0075,,
0.8925,111,77.7,19.0,0.0075,,
0.9005,112,78.5,19.0,0.0075,,
